date,temperature,humidity,luminosity
2019-12-04 15:10:55.598,22.7,35.0,273
2019-12-04 15:10:57.875,22.7,34.8,273
2019-12-04 15:11:00.153,22.7,34.7,273
2019-12-04 15:11:02.430,22.7,34.6,271
2019-12-04 15:11:04.708,22.7,34.5,271
2019-12-04 15:11:06.984,22.7,34.5,275
2019-12-04 15:11:09.262,22.8,34.4,280
2019-12-04 15:11:11.539,22.6,34.2,277
2019-12-04 15:11:13.820,22.7,34.2,277
2019-12-04 15:11:16.097,22.7,34.1,275
2019-12-04 15:11:18.374,22.8,34.1,282
2019-12-04 15:11:20.651,22.8,34.1,282
2019-12-04 15:11:22.930,22.8,34.0,282
2019-12-04 15:11:25.206,22.8,33.9,282
2019-12-04 15:11:27.484,22.8,33.9,280
2019-12-04 15:11:29.761,22.8,33.8,275
2019-12-04 15:11:32.038,22.8,33.8,280
2019-12-04 15:11:34.316,22.8,33.8,284
2019-12-04 15:11:36.593,22.8,33.7,275
2019-12-04 15:11:38.870,22.7,33.7,275
2019-12-04 15:11:41.147,22.7,33.6,275
2019-12-04 15:11:43.425,22.8,33.7,277
2019-12-04 15:11:45.703,22.8,33.7,280
2019-12-04 15:11:47.980,22.7,33.6,275
2019-12-04 15:11:50.257,22.8,33.6,275
2019-12-04 15:11:52.535,22.7,33.5,280
2019-12-04 15:11:54.812,22.8,33.6,277
2019-12-04 15:11:57.088,22.8,33.6,273
2019-12-04 15:11:59.366,22.8,33.6,273
2019-12-04 15:12:01.643,22.7,33.5,273
2019-12-04 15:12:03.921,22.8,33.6,277
2019-12-04 15:12:06.198,22.5,33.3,275
2019-12-04 15:12:08.475,22.7,33.5,280
2019-12-04 15:12:10.752,22.8,33.5,277
2019-12-04 15:12:13.029,22.7,33.5,280
2019-12-04 15:12:15.307,22.7,33.5,280
2019-12-04 15:12:17.584,22.7,33.4,273
2019-12-04 15:12:19.866,22.7,33.4,273
2019-12-04 15:12:22.143,22.7,33.4,275
2019-12-04 15:12:24.420,22.7,33.5,240
2019-12-04 15:12:26.697,22.8,33.5,271
2019-12-04 15:12:28.975,22.7,33.5,271
2019-12-04 15:12:31.252,22.7,33.6,271
2019-12-04 15:12:33.530,22.7,34.0,273
2019-12-04 15:12:35.807,22.7,34.2,273
2019-12-04 15:12:38.083,22.8,34.2,271
2019-12-04 15:12:40.361,22.7,34.1,271
